Código,Descrição,Cadastro,Pis Compra,Cofins Compra,Pis Venda,Cofins Venda,Carga Trib Nacional,Carga Trib Estadual,ICMS: Tributação,ICMS: Al. ICMS Int,ICMS: Cálculo ICMS,ICMS: Descreição Cálculo ICMS,ICMS: Pauta Fiscal,CSOSN: Origem Merc,CSOSN: Trib/Isento,CSOSN: Subst. Trib,CST ICMS Não Trib/Isento: Pessoa Física,CST ICMS Não Trib/Isento: Pessoa Jurídica,IPI: CST IPI Entr,IPI: CST IPI Saída,IPI: Tipo Item,IPI: Gên. Item,IPI: Combustível,IPI: Código ANP,IPI: Cód. WFiscal,IPI: Clas. IPI(NCM),IPI: Cód. Selo,IPI: Classe Enq,IPI: Cód. Reduz,PIS/COFINS: CST PIS Entr,PIS/COFINS: CST PIS Saída,PIS/COFINS: CST Cofins Entr,PIS/COFINS: CST Cofins Saída
001567,URNA EM ACRILICO,08/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","22,54 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,42,,,,42021210,,,,,99,,99
001568,"ETIQUETA ADESIVA 288,5 X 200,00 A4 C/ 100F POLIFIX",11/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000004854,48219000,,,,99,99,99,99
001569,TNT CORES 140 CM SANTA FE,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,56,,,000005755,56031290,,,,,99,,99
001570,TONER P/ IMPRESSORA LEXMARK E352 DN PRETO BROTHER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001571,TONER P/ IMPRESSORA HP C3909A PRETO HP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001572,TONER P/ IMPRESSORA HP C7115A PRETO HP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001573,TONER P/ IMPRESSORA HP CB435A PRETO HP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001574,TONER P/ IMPRESSORA HP CB436A PRETO HP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001575,TONER P/ IMPRESSORA HP CC364A PRETO HP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001576,TONER P/ IMPRESSORA HP CE285A PRETO ECOLOGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","5,54 %","7,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,000005769,84439933,,,,,99,,99
001577,TONER P/ IMPRESSORA HP CE285A PRETO HP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001578,PINCEL P/ QUADRO BRANCO VM GRAMP LINE QB213,11/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,96,,,000004860,96082000,,,,99,99,99,99
001579,TONER P/ IMPRESSORA HP Q2612A PRETO ECOLOGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001580,TONER P/ IMPRESSORA HP Q2613A PRETO HP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001581,TONER P/ IMPRESSORA HP Q5949A PRETO ECOLOGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001582,TONER P/ IMPRESSORA HP Q5949A PRETO HP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001583,TONER P/ IMPRESSORA HP Q6511A PRETO HP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001584,TONER P/ IMPRESSORA HP Q7553A PRETO HP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001585,TONER P/ IMPRESSORA RICOH KATUN,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,000003524,48099000,,,,,99,,99
001586,TONER P/ IMPRESSORA SAMSUNG ML 2851 ND PRETO ECOLO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001587,TONER P/ IMPRESSORA SAMSUNG SCX 4600,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","5,54 %","7,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,000003335,84439933,,,,,99,,99
001588,TONER P/ IMPRESSORA SAMSUNG SCX 4660 ECO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001589,TONER P/ IMPRESSORA SAMSUNG SCX 5635 FN PRETO ECOL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001590,TONER P/ IMPRESSORA XEROX 3435 PRETO XEROX,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001591,TONER P/ IMPRESSORA XEROX PE 220 PRETO ECOLOGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,84,,,,84439933,,,,,99,,99
001592,CANETA LASER POINT MULTILASER,11/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,90,,,000004865,90132000,,,,99,99,99,99
001593,VISOR PASTA SUSPENSA C/50 UNID DELLO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,83,,,000004331,83051000,,,,,99,,99
001594,VISOR PASTA SUSPENSA C/ 50 UNID TIMPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","6,77 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,83,,,,83051000,,,,,99,,99
001595,PAPEL TOALHA BRANCO 23CMX21CM C/2000 FOLHAS,13/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","18,21 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005877,48182000,,,,99,99,99,99
001596,LAPIS TRIANGULAR 12 CORES JUMBO LEO E LEO,15/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000005188,96091000,,,,99,99,99,99
001597,PRANCHETA ACRILICA OFICIO ACRINIL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","5,60 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,39,,,,39269090,,,,,99,,99
001598,PASTA SUSPENSA MARMO. S/ PLAST TIMPEL,19/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","11,88 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,,48209000,,,,99,99,99,99
001599,MARCA TEXTO AMARELO JOCAR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,90 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,96,,,000004352,96082000,,,,,99,,99
001600,GRAMPEADOR GRANDE P/100 FLS JOCAR 93018,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,84,,,,84729040,,,,,99,,99
001601,GRAMPO P/ GRAMPEADOR 26/6 C/5.000 GALV. RAFA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,83,,,,83052000,,,,,99,,99
001602,REGUA ACRILICA 50 CM WALEU,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,90,,,000005410,90172000,,,,,99,,99
001603,ENVELOPE KRAFT 229X324 MM IPECOL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000004593,48171000,,,,,99,,99
001604,PINCEL P/ PINTURA REDONDO N° 18 LEO E LEO,19/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,96,,,000004897,96033000,,,,,99,,99
001605,CANETA ESF. FINA 0.7 MM VD COMPACTOR,25/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","18,15 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,96,,,,96081000,,,,,99,,99
001606,ENVELOPE KRAFT 240X340 MM IPECOL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000004321,48171000,,,,,99,,99
001607,PAPEL FANTASIA PRETO MILPEL,25/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","14,79 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005313,48102290,,,,,99,,99
001608,PAPEL FANTASIA AMARELO MILPEL,25/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","14,79 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005161,48102290,,,,,99,,99
001609,PRANCHETA ACRILICA 30CM P. PLAST. ACRIMET,25/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","14,27 %","7,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,39,,,000004900,39269090,,,,99,99,99,99
001610,VISOR COMPLETO TIMPEL,27/02/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,39,,,000004916,39261000,,,,99,99,99,99
001611,PASTA PP A/E CORES 30 MM PLASCONY,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,42,,,,42021210,,,,,99,,99
001612,PNEU,01/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","26,49 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,40,,,000005019,40111000,,,,99,99,99,99
001613,GRAMPEADOR ALICATE P/25 FLS JOCAR 93048,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,84,,,000003817,84729040,,,,,99,,99
001614,PAPEL CREPOM CORES ART FLOC,06/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004924,48081000,,,,99,99,99,99
001615,CLIPS NEW 2/0 C/ 725 UND TOP,06/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004925,83059000,,,,99,99,99,99
001617,CLIPS NEW 4/0 C/ 400 UND TOP,07/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004927,83059000,,,,99,99,99,99
001618,CLIPS NEW 6/0 C/ 220 UND TOP,07/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004928,83059000,,,,99,99,99,99
001619,EXTRATOR GRAMPO ESPATULA CARBRINK,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","6,77 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,500,500,03,53,00,83,,,000004075,83059000,,,,,99,,99
001620,CLIPS NEW 8/0 C/ 170 UND TOP,07/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004929,83059000,,,,99,99,99,99
001621,COLA ADESIVA INSTANTANEA 3G BIC BOND,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,35,,,000003991,35061010,,,,,99,,99
001622,MASSA DE MODELAR C/06 CORES KOALA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,34,,,,34070010,,,,,99,,99
001623,CLIPS NEW 2/0 C/ 100 UND TOP,07/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004930,83059000,,,,99,99,99,99
001624,CLIPS NEW 3/0 C/ 50 UND TOP,07/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004931,83059000,,,,99,99,99,99
001625,TINTA PINTURA FACIAL 15 ML GR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","31,48 %","27,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,32,,,000005504,33049990,,,,,99,,99
001626,CLIPS NEW 4/0 C/ 50 UND TOP,07/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004932,83059000,,,,99,99,99,99
001627,CLIPS NEW 6/0 C/ 50 UND TOP,07/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004933,83059000,,,,99,99,99,99
001628,"ETIQUETA ADESIVA 50,8X101,6 C/25 FLS POLIFIX",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,48,,,,48219000,,,,,99,,99
001629,CLIPS NEW 8/0 C/ 25 UND TOP,07/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","16,02 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004934,83059000,,,,99,99,99,99
001630,PAPEL A4 BRANCO 75G 210X297 MMC/500 FLS REPORT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48025610,,,,,99,,99
001631,BORRACHA CLEAN VERDE MERCUR,07/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000004937,40169200,,,,99,99,99,99
001632,"GRAMPEADOR 10,5 CM P/20 FLS ADECK GE306",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,84,,,000002830,82142000,,,,,99,,99
001633,PERFURADOR 2 FUROS P/20 FLS ADECK FR202,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","20,87 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,84,,,,84729040,,,,,99,,99
001634,ENVELOPE KRAFT 185X250MM IPECOL,08/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000004939,48171000,,,,99,99,99,99
001635,CONJUNTO TRIPLO ACRILICO ASFORA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,39,,,000003726,39261000,,,,,99,,99
001636,PAPEL ADESIVO POST-IT 76X15 MM 3M,12/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","17,13 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000004982,48201000,,,,,99,,99
001637,LIVRO DE ATA 100 FLS SAO DOMINGOS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
001638,PASTA PP A/E CORES FINA SUPER LINE,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,42,,,000002644,42021210,,,,,99,,99
001639,PINCEL P/ PINTURA REDONDO N° 06 CASTELO,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,96,,,,96033000,,,,,99,,99
001640,PAPEL ADESIVO POST-IT 76X102 MM NOTE FIX,15/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","17,13 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005541,48201000,,,,,99,,99
001641,RELOGIO PAREDE YINS,18/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","18,15 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,91,,,000005509,91052100,,,,99,99,99,99
001642,PAPEL CAMURCA LARANJA RST,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,52,,,000004951,52105990,,,,99,99,99,99
001643,PAPEL CAMURCA ROSA RST,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,52,,,000005064,52105990,,,,99,99,99,99
001644,REFORÇO P/ FICHARIO YES,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","14,91 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,102,102,03,53,00,82,,,,82119390,,,,,99,,99
001645,BOBINA PAPEL KRAFT ROLO 60 CM C/ 10KG MG PAPEL,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000004956,48042100,,,,99,99,99,99
001646,CAIXA ARQ. OFICIO POLIONDA AM ALAPLAST,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,11 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,39,,,000004914,39231090,,,,,99,,99
001647,LAPIS COR TRIANG. RESINA APAGAVEL C/12 LEOELEO,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000004959,96091000,,,,99,99,99,99
001648,CADERNO BROCHURAO C/P C. FLEX. 60 FLS 3B,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005739,48202000,,,,99,99,99,99
001649,CILINDRO PARA IMPRESSAO MFCL6902 DCPL5602 HLL5202,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Não Tributado,,,nan,,,,,700,,,,00,84,,,000004977,84439932,,,,99,99,99,99
001650,"PASTA CATALOGO C/50 ENVELOPES 0,10 ACP",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,42,,,,42021210,,,,,99,,99
001651,FITA ADESIVA DUREX 12MMX10M PR FIT PEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000003984,39191010,,,,,99,,99
001652,FITA ADESIVA DUREX 12MMX10M AZ FIT PEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000003983,39191010,,,,,99,,99
001653,FITA ADESIVA DUREX 12MMX10M AM FIT PEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000003913,39191010,,,,,99,,99
001654,FITA ADESIVA DUREX 12MMX10M VD FIT PEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,39,,,000003609,39191010,,,,,99,,99
001655,CADEADO 25MM LATONADO STAM,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004985,83011000,,,,99,99,99,99
001656,COLA EM BASTAO 20 GRS. PRITT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,35,,,000004428,35069190,,,,,99,,99
001657,BLOCO SAIDA CAIXA GRAFIMAR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,11 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005125,48201000,,,,,99,,99
001658,CADEADO 40MM LATONADO STAM,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004987,83011000,,,,99,99,99,99
001659,CADEADO 40MM GRAFITE STAM,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004989,83011000,,,,99,99,99,99
001660,"BOB STRETCH 50 CM C/ 3,7 kg",25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,39,,,000004991,39201099,,,,99,99,99,99
001661,COLA COLORIDA 25G C/6 UN. PIRATININGA,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,35,,,000005010,35069190,,,,99,99,99,99
001662,COLA BRANCA 500G PIRATININGA,25/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,35,,,000005012,35069190,,,,99,99,99,99
001663,COLA LIQ. 40 GRS. 3M,27/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,35,,,000005653,35061090,,,,99,99,99,99
001664,PAPEL P/ PLOTTER 75G 610X50 M SUL BRASIL,27/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","14,79 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005649,48025592,,,,,99,,99
001665,LAPIS COR SEXTAVADO C/36 CORES LEO E LEO,27/03/2019,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000005063,96091000,,,,99,99,99,99
001666,CARTOLINA 150 G BRANCA MILPEL,01/04/2019,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005156,48025691,,,,,99,,99
001667,PASTA CARTOLINA C/G VM COLORPRES AMOART,01/04/2019,"0,00 %","0,00 %","0,00 %","0,00 %","11,88 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005026,48209000,,,,99,99,99,99
